tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,Player1_entry,Player1_name,Player1_hand,Player1_ht,Player1_ioc,Player1_age,score,best_of,round,minutes,Player2_id,Player2_seed,Player2_entry,Player2_name,Player2_hand,Player2_ht,Player2_ioc,Player2_age,Player1_id,Player1_seed,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,Player2_rank,Player2_rank_points,Player1_rank,Player1_rank_points,y
2019-M016,Eastbourne,Grass,32,A,20190624,289,,Fernando Verdasco,L,188.0,ESP,35.6,6-7(4) 6-3 7-6(2),3,R16,145.0,106228,,LL,Juan Ignacio Londero,R,180.0,ARG,25.8,104269,5.0,13.0,5.0,96.0,64.0,52.0,19.0,16.0,2.0,2.0,8.0,4.0,114.0,64.0,45.0,29.0,17.0,5.0,7.0,62.0,854.0,36.0,1210.0,1
2020-0407,Rotterdam,Hard,32,A,20200210,282,,Andrey Rublev,R,188.0,RUS,22.3,6-2 6-3,3,R32,55.0,105932,,,Nikoloz Basilashvili,R,185.0,GEO,27.9,126094,7.0,6.0,0.0,39.0,22.0,20.0,12.0,8.0,0.0,0.0,3.0,8.0,53.0,22.0,17.0,10.0,9.0,1.0,5.0,28.0,1440.0,15.0,2174.0,1
2016-7480,Los Cabos,Hard,32,A,20160808,271,,Thiago Monteiro,L,183.0,BRA,22.1,6-3 6-4,3,R32,81.0,105583,,,Dusan Lajovic,R,180.0,SRB,26.1,106329,,3.0,0.0,54.0,40.0,32.0,8.0,9.0,2.0,2.0,3.0,2.0,66.0,37.0,27.0,10.0,10.0,3.0,6.0,72.0,728.0,101.0,598.0,0
2017-0499,Delray Beach,Hard,32,A,20170220,290,,Damir Dzumhur,R,172.0,BIH,24.7,7-6(5) 4-6 6-3,3,R16,143.0,105223,7.0,,Juan Martin del Potro,R,198.0,ARG,28.4,106000,,9.0,6.0,93.0,65.0,51.0,12.0,16.0,1.0,4.0,6.0,3.0,109.0,71.0,47.0,18.0,15.0,9.0,12.0,42.0,1020.0,79.0,662.0,0
2017-560,US Open,Hard,128,G,20170828,223,,Diego Schwartzman,R,170.0,ARG,25.0,6-4 6-4 6-2,5,QF,119.0,105807,12.0,,Pablo Carreno Busta,R,188.0,ESP,26.1,106043,29.0,7.0,3.0,97.0,62.0,40.0,22.0,14.0,8.0,10.0,4.0,3.0,72.0,45.0,28.0,9.0,14.0,2.0,8.0,19.0,2225.0,33.0,1280.0,0
2018-M-DC-2018-G2-AO-M-THA-LBN-01,Davis Cup G2 R3: THA vs LBN,Hard,4,D,20180915,4,,Wishaya Trongcharoenchaikul,R,193.0,THA,23.4,6-4 4-6 6-4,3,RR,127.0,133975,,,Benjamin Hassan,R,183.0,GER,23.5,106397,,8.0,3.0,92.0,50.0,39.0,24.0,15.0,3.0,4.0,10.0,6.0,95.0,52.0,40.0,24.0,15.0,6.0,8.0,370.0,117.0,453.0,82.0,1
2018-540,Wimbledon,Grass,128,G,20180702,151,,Jeremy Chardy,R,188.0,FRA,31.3,6-3 3-6 7-5 6-4,5,R128,150.0,133430,26.0,,Denis Shapovalov,L,185.0,CAN,19.2,104871,,21.0,7.0,120.0,66.0,56.0,31.0,20.0,7.0,8.0,7.0,6.0,125.0,84.0,60.0,22.0,20.0,9.0,12.0,25.0,1588.0,46.0,1025.0,0
2017-0891,Chennai,Hard,32,A,20170102,271,,Dusan Lajovic,R,180.0,SRB,26.5,7-6(2) 4-6 7-6(3),3,R32,153.0,104297,,,Rogerio Dutra Silva,R,178.0,BRA,32.9,105583,,12.0,4.0,117.0,70.0,51.0,23.0,17.0,4.0,8.0,2.0,2.0,127.0,95.0,59.0,18.0,17.0,9.0,12.0,98.0,613.0,93.0,627.0,0
2017-M007,Miami Masters,Hard,128,M,20170320,300,,Rafael Nadal,L,185.0,ESP,30.7,6-3 6-4,3,F,94.0,103819,4.0,,Roger Federer,R,185.0,SUI,35.6,104745,5.0,5.0,1.0,62.0,39.0,34.0,11.0,10.0,4.0,4.0,4.0,1.0,65.0,41.0,27.0,12.0,9.0,7.0,9.0,6.0,4305.0,7.0,4145.0,0
2018-0499,Delray Beach,Hard,32,A,20180219,299,,Steve Johnson,R,188.0,USA,28.1,7-6(3) 6-3,3,SF,82.0,105376,,,Peter Gojowczyk,R,185.0,GER,28.5,105449,,6.0,1.0,65.0,29.0,22.0,28.0,11.0,1.0,1.0,15.0,3.0,61.0,36.0,28.0,13.0,10.0,1.0,2.0,64.0,821.0,51.0,975.0,0
2017-7650,Antalya,Grass,32,A,20170626,278,,Martin Klizan,L,190.0,SVK,27.9,6-6 RET,3,R32,52.0,104947,,WC,Marsel Ilhan,R,190.0,TUR,30.0,105373,8.0,14.0,2.0,40.0,21.0,20.0,10.0,6.0,2.0,2.0,4.0,3.0,44.0,27.0,19.0,9.0,6.0,3.0,3.0,287.0,172.0,44.0,954.0,0
2019-M006,Indian Wells Masters,Hard,128,M,20190304,224,,Malek Jaziri,R,185.0,TUN,35.1,6-4 6-2,3,R128,67.0,105614,,,Bradley Klahn,L,190.0,USA,28.5,104291,,1.0,2.0,54.0,34.0,28.0,11.0,9.0,1.0,1.0,5.0,1.0,48.0,32.0,22.0,7.0,9.0,1.0,4.0,90.0,627.0,60.0,847.0,1
2016-0407,Rotterdam,Hard,32,A,20160208,273,,Benoit Paire,R,196.0,FRA,26.7,6-3 7-6(4),3,R32,90.0,104471,,Q,Ivan Dodig,R,183.0,CRO,31.0,105332,7.0,7.0,2.0,72.0,46.0,36.0,15.0,10.0,4.0,4.0,10.0,3.0,80.0,44.0,34.0,13.0,11.0,4.0,6.0,87.0,623.0,21.0,1686.0,0
2019-520,Roland Garros,Clay,128,G,20190527,1302,,Jan Lennard Struff,R,193.0,GER,29.0,4-6 6-1 4-6 7-6(1) 11-9,5,R32,262.0,106432,13.0,,Borna Coric,R,188.0,CRO,22.5,105526,,21.0,6.0,201.0,103.0,78.0,56.0,30.0,16.0,20.0,18.0,8.0,167.0,93.0,75.0,36.0,29.0,3.0,8.0,15.0,2525.0,45.0,1035.0,1
2020-M009,Rome Masters,Clay,64,M,20200914,264,,Kei Nishikori,R,178.0,JPN,30.7,6-4 7-6(3),3,R64,123.0,105077,,,Albert Ramos,L,188.0,ESP,32.6,105453,,2.0,1.0,78.0,43.0,33.0,22.0,11.0,2.0,2.0,2.0,2.0,83.0,48.0,34.0,21.0,11.0,9.0,10.0,44.0,1130.0,35.0,1345.0,1
2021-0096,Tokyo Olympics,Hard,64,A,20210724,284,,Novak Djokovic,R,188.0,SRB,34.1,6-4 6-3,3,R32,,105526,,,Jan Lennard Struff,R,193.0,GER,31.2,104925,1.0,,,,,,,,,,,,,,,,,,,48.0,1410.0,1.0,12113.0,1
2020-520,Roland Garros,Clay,128,G,20200928,1150,,Pierre Hugues Herbert,R,188.0,FRA,29.5,6-3 6-2 6-3,5,R128,125.0,111581,,Q,Michael Mmoh,R,188.0,USA,22.7,105732,,13.0,5.0,99.0,58.0,42.0,23.0,13.0,8.0,9.0,2.0,3.0,79.0,52.0,28.0,14.0,13.0,5.0,11.0,178.0,326.0,78.0,775.0,1
2019-M007,Miami Masters,Hard,128,M,20190318,240,,David Goffin,R,180.0,BEL,28.2,6-4 6-1,3,R64,90.0,104665,,,Pablo Andujar,R,180.0,ESP,33.1,105676,18.0,7.0,2.0,66.0,42.0,32.0,8.0,9.0,7.0,9.0,1.0,1.0,60.0,40.0,19.0,8.0,8.0,5.0,10.0,88.0,652.0,20.0,1685.0,1
2017-0414,Hamburg,Clay,32,A,20170724,276,WC,Tommy Haas,R,188.0,GER,39.3,7-5 6-2,3,R32,86.0,106044,,,Nicolas Kicker,R,178.0,ARG,24.9,103163,,3.0,1.0,59.0,32.0,21.0,18.0,10.0,3.0,5.0,3.0,2.0,64.0,42.0,24.0,9.0,10.0,4.0,9.0,96.0,557.0,249.0,205.0,0
2021-7694,Lyon,Clay,32,A,20210517,279,Q,Kamil Majchrzak,R,183.0,POL,25.3,6-3 7-6(8),3,R32,96.0,105311,,Q,Joao Sousa,R,185.0,POR,32.1,111794,,3.0,1.0,73.0,42.0,34.0,17.0,11.0,4.0,5.0,3.0,3.0,63.0,32.0,23.0,16.0,10.0,1.0,3.0,110.0,717.0,129.0,614.0,1
2016-560,US Open,Hard,128,G,20160829,144,LL,Daniel Brands,R,196.0,GER,29.1,3-6 6-1 6-4 7-6(4),5,R128,155.0,100644,27.0,,Alexander Zverev,R,198.0,GER,19.3,104978,,4.0,7.0,104.0,64.0,50.0,23.0,19.0,2.0,4.0,7.0,9.0,126.0,70.0,49.0,27.0,19.0,8.0,12.0,28.0,1415.0,153.0,370.0,0
2018-0410,Monte Carlo Masters,Clay,64,M,20180416,247,LL,Florian Mayer,R,190.0,GER,34.5,7-5 6-4,3,R64,82.0,104180,,,Gilles Muller,L,193.0,LUX,34.9,104252,,10.0,3.0,63.0,35.0,27.0,14.0,11.0,0.0,2.0,4.0,3.0,61.0,37.0,25.0,10.0,11.0,4.0,8.0,28.0,1465.0,74.0,729.0,0
2019-M006,Indian Wells Masters,Hard,128,M,20190304,175,WC,Jared Donaldson,R,188.0,USA,22.3,6-3 7-5,3,R128,93.0,105147,,Q,Tatsuma Ito,R,180.0,JPN,30.7,111577,,8.0,4.0,71.0,38.0,27.0,21.0,11.0,3.0,4.0,1.0,1.0,56.0,32.0,23.0,12.0,10.0,1.0,4.0,148.0,383.0,192.0,270.0,1
2018-560,US Open,Hard,128,G,20180827,200,,Juan Martin del Potro,R,198.0,ARG,29.9,7-5 7-6(6) 6-3,5,R32,180.0,104269,31.0,,Fernando Verdasco,L,188.0,ESP,34.7,105223,3.0,12.0,2.0,101.0,69.0,55.0,15.0,18.0,0.0,2.0,10.0,2.0,108.0,69.0,47.0,16.0,16.0,1.0,5.0,32.0,1330.0,3.0,5500.0,1
2018-M001,Sydney,Hard,32,A,20180108,279,WC,Alex Bolt,L,183.0,AUS,25.0,5-7 7-5 6-4,3,R32,117.0,105575,,LL,Ricardas Berankis,R,175.0,LTU,27.5,106109,,7.0,7.0,91.0,48.0,40.0,27.0,17.0,4.0,6.0,21.0,1.0,95.0,51.0,43.0,23.0,17.0,6.0,9.0,138.0,407.0,189.0,274.0,0
2019-0341,Metz,Hard,32,A,20190916,290,WC,Gregoire Barrere,R,183.0,FRA,25.5,3-6 7-6(6) 6-2,3,R16,129.0,126156,,WC,Antoine Hoang,R,183.0,FRA,23.8,106296,,9.0,4.0,87.0,62.0,49.0,11.0,14.0,4.0,7.0,5.0,2.0,101.0,71.0,43.0,15.0,15.0,5.0,9.0,109.0,521.0,98.0,558.0,1
2021-580,Australian Open,Hard,128,G,20210208,173,,Nick Kyrgios,R,193.0,AUS,25.7,5-7 6-4 3-6 7-6(2) 6-4,5,R64,205.0,200005,29.0,,Ugo Humbert,L,188.0,FRA,22.6,106401,,30.0,5.0,152.0,104.0,83.0,24.0,27.0,2.0,5.0,27.0,4.0,169.0,117.0,91.0,23.0,26.0,6.0,9.0,34.0,1671.0,47.0,1190.0,1
2017-M016,Eastbourne,Grass,32,A,20170626,287,,Mischa Zverev,L,190.0,GER,29.8,6-3 6-2,3,R16,50.0,106071,,,Bernard Tomic,R,193.0,AUS,24.6,104999,6.0,3.0,0.0,53.0,37.0,27.0,12.0,9.0,3.0,3.0,7.0,4.0,47.0,27.0,18.0,11.0,8.0,1.0,4.0,60.0,820.0,30.0,1396.0,0
2016-560,US Open,Hard,128,G,20160829,132,,John Millman,R,183.0,AUS,27.2,6-3 2-6 5-7 6-4 6-3,5,R128,185.0,106233,8.0,,Dominic Thiem,R,185.0,AUT,22.9,105357,,10.0,3.0,146.0,99.0,62.0,28.0,24.0,5.0,11.0,8.0,1.0,141.0,83.0,55.0,31.0,24.0,10.0,17.0,10.0,3205.0,66.0,760.0,0
2016-M-DC-2016-G2-EPA-M-BIH-TUN-01,Davis Cup G2 R1: BIH vs TUN,Carpet,4,D,20160304,2,,Tomislav Brkic,R,185.0,BIH,25.9,6-7(5) 6-2 7-6(7) 6-7(5) 6-4,5,RR,233.0,104291,,,Malek Jaziri,R,185.0,TUN,32.1,105493,,23.0,7.0,168.0,91.0,79.0,39.0,27.0,6.0,9.0,15.0,7.0,193.0,136.0,91.0,29.0,27.0,8.0,14.0,107.0,524.0,297.0,163.0,0
2016-540,Wimbledon,Grass,128,G,20160627,115,,Pablo Carreno Busta,R,188.0,ESP,24.9,7-6(4) 6-2 6-4,5,R128,113.0,105683,6.0,,Milos Raonic,R,196.0,CAN,25.5,105807,,27.0,2.0,94.0,67.0,53.0,17.0,15.0,2.0,2.0,6.0,1.0,102.0,67.0,46.0,14.0,15.0,8.0,11.0,7.0,3175.0,46.0,950.0,0
2021-6242,Winston-Salem,Hard,64,A,20210823,274,,Marton Fucsovics,R,188.0,HUN,29.5,7-5 6-1,3,R32,91.0,133297,,LL,Yosuke Watanuki,R,180.0,JPN,23.3,105916,4.0,3.0,4.0,59.0,33.0,25.0,16.0,10.0,2.0,3.0,1.0,7.0,63.0,25.0,18.0,15.0,9.0,7.0,11.0,255.0,250.0,42.0,1539.0,1
2016-M-DC-2016-G2-EPA-M-TUR-BIH-01,Davis Cup G2 R2: TUR vs BIH,Clay,4,D,20160715,1,,Cem Ilkel,R,185.0,TUR,20.8,7-5 6-1 4-6 6-1,5,RR,160.0,106000,,,Damir Dzumhur,R,172.0,BIH,24.1,117356,,3.0,4.0,116.0,77.0,55.0,20.0,18.0,4.0,7.0,1.0,4.0,139.0,85.0,47.0,25.0,18.0,10.0,18.0,80.0,695.0,384.0,114.0,0
2016-7161,Quito,Clay,32,A,20160201,275,WC,Alejandro Gonzalez,R,190.0,COL,26.9,6-7(1) 6-3 6-3,3,R32,143.0,105952,,Q,Renzo Olivo,R,180.0,ARG,23.8,105292,,8.0,12.0,111.0,57.0,41.0,31.0,15.0,7.0,8.0,5.0,4.0,99.0,61.0,42.0,19.0,15.0,6.0,10.0,158.0,366.0,151.0,392.0,0
2019-0316,Bastad,Clay,32,A,20190715,284,,Jeremy Chardy,R,188.0,FRA,32.4,6-4 4-6 7-5,3,R32,131.0,105807,,Q,Pablo Carreno Busta,R,188.0,ESP,28.0,104871,,4.0,5.0,103.0,59.0,46.0,21.0,16.0,5.0,7.0,4.0,2.0,89.0,60.0,43.0,17.0,16.0,1.0,4.0,53.0,950.0,80.0,710.0,1
2019-6932,Rio de Janeiro,Clay,32,A,20190218,277,,Federico Delbonis,L,190.0,ARG,28.3,6-3 7-5,3,R32,115.0,104291,7.0,,Malek Jaziri,R,185.0,TUN,35.0,105643,,3.0,5.0,67.0,36.0,25.0,18.0,11.0,5.0,7.0,1.0,3.0,78.0,40.0,30.0,12.0,10.0,9.0,13.0,44.0,1007.0,80.0,696.0,1
2018-520,Roland Garros,Clay,128,G,20180528,154,,Nikoloz Basilashvili,R,185.0,GEO,26.2,6-4 6-0 6-7(4) 6-4,5,R128,177.0,104468,,,Gilles Simon,R,183.0,FRA,33.4,105932,,15.0,2.0,118.0,66.0,52.0,28.0,19.0,4.0,5.0,4.0,9.0,149.0,80.0,47.0,37.0,19.0,12.0,18.0,65.0,870.0,77.0,747.0,0
2020-M-DC-2020-WG1-PO-TUR-ISR-01,Davis Cup WG1 PO: TUR vs ISR,Clay,4,D,20200306,1,,Daniel Cukierman,U,,ISR,24.6,7-6(4) 6-2,3,RR,101.0,117356,,,Cem Ilkel,R,185.0,TUR,24.5,131951,,4.0,2.0,75.0,48.0,35.0,14.0,10.0,9.0,10.0,1.0,1.0,63.0,36.0,24.0,13.0,10.0,1.0,4.0,195.0,257.0,832.0,16.0,1
2016-5014,Shanghai Masters,Hard,64,M,20161010,268,,Albert Ramos,L,188.0,ESP,28.7,7-5 6-3,3,R64,92.0,104926,,,Fabio Fognini,R,178.0,ITA,29.3,105077,,2.0,9.0,67.0,32.0,23.0,16.0,10.0,2.0,5.0,1.0,3.0,75.0,42.0,20.0,15.0,11.0,7.0,13.0,50.0,885.0,27.0,1470.0,0
2017-M010,s Hertogenbosch,Grass,32,A,20170612,275,Q,Tatsuma Ito,R,180.0,JPN,29.0,6-3 3-6 6-3,3,R32,108.0,104312,,,Andreas Seppi,R,190.0,ITA,33.3,105147,,14.0,5.0,73.0,49.0,41.0,13.0,14.0,4.0,6.0,3.0,3.0,98.0,65.0,42.0,16.0,13.0,3.0,6.0,76.0,686.0,174.0,299.0,0
2019-0421,Canada Masters,Hard,64,M,20190805,243,,Cristian Garin,R,185.0,CHI,23.1,6-2 7-6(4),3,R64,100.0,111513,,,Laslo Djere,R,188.0,SRB,24.1,106426,,1.0,0.0,63.0,43.0,32.0,11.0,10.0,2.0,3.0,4.0,4.0,81.0,47.0,30.0,16.0,10.0,5.0,8.0,37.0,1225.0,36.0,1233.0,1
2019-0308,Munich,Clay,32,A,20190429,276,,Taro Daniel,R,191.0,JPN,26.2,6-4 6-4,3,R32,106.0,200005,,,Ugo Humbert,L,188.0,FRA,20.8,106121,,3.0,1.0,69.0,41.0,29.0,12.0,10.0,7.0,9.0,2.0,2.0,60.0,38.0,23.0,10.0,10.0,3.0,7.0,64.0,823.0,72.0,769.0,1
2017-560,US Open,Hard,128,G,20170828,180,,Dudi Sela,R,175.0,ISR,32.3,6-4 6-1 6-4,5,R64,80.0,105023,17.0,,Sam Querrey,R,198.0,USA,29.8,104534,,19.0,5.0,72.0,47.0,41.0,14.0,14.0,4.0,5.0,1.0,2.0,69.0,35.0,24.0,16.0,13.0,2.0,7.0,21.0,2095.0,71.0,703.0,0
2018-580,Australian Open,Hard,128,G,20180115,125,,Kevin Anderson,R,203.0,RSA,31.6,6-7(4) 6-3 3-6 6-3 6-4,5,R128,239.0,106378,,,Kyle Edmund,R,188.0,GBR,23.0,104731,11.0,11.0,5.0,170.0,108.0,84.0,31.0,25.0,9.0,11.0,35.0,2.0,139.0,93.0,77.0,22.0,24.0,7.0,11.0,49.0,992.0,12.0,2610.0,0
2016-M-DC-2016-G1-EPA-M-ROU-SLO-01,Davis Cup G1 R1: ROU vs SLO,Hard,4,D,20160304,5,,Tomislav Ternar,U,,SLO,25.4,6-3 6-3,3,RR,,105657,,,Marius Copil,R,193.0,ROU,25.3,105630,,1.0,0.0,3.0,2.0,2.0,1.0,9.0,0.0,0.0,0.0,1.0,12.0,7.0,6.0,1.0,9.0,1.0,1.0,202.0,260.0,639.0,48.0,0
2017-6967,Shenzhen,Hard,32,A,20170925,289,,Marius Copil,R,193.0,ROU,26.9,4-6 6-4 6-3,3,R16,127.0,105967,,,Henri Laaksonen,R,185.0,SUI,25.4,105657,,17.0,6.0,83.0,53.0,43.0,17.0,15.0,3.0,5.0,15.0,5.0,94.0,42.0,33.0,24.0,14.0,7.0,10.0,107.0,508.0,83.0,639.0,0
2016-0375,Montpellier,Hard,32,A,20160201,290,,Jan Lennard Struff,R,193.0,GER,25.7,6-4 6-7(5) 6-3,3,R16,128.0,105074,,,Ruben Bemelmans,L,183.0,BEL,28.0,105526,,7.0,0.0,131.0,88.0,65.0,21.0,16.0,8.0,8.0,14.0,1.0,93.0,58.0,48.0,15.0,15.0,6.0,8.0,107.0,524.0,108.0,522.0,0
2019-0496,Marseille,Hard,32,A,20190218,292,LL,Sergiy Stakhovsky,R,193.0,UKR,33.1,6-3 6-4,3,R16,74.0,106296,,LL,Gregoire Barrere,R,183.0,FRA,25.0,104660,,9.0,1.0,64.0,34.0,27.0,17.0,10.0,3.0,3.0,5.0,3.0,58.0,36.0,26.0,10.0,9.0,0.0,2.0,130.0,429.0,141.0,410.0,1
2021-0410,Monte Carlo Masters,Clay,64,M,20210412,263,,Lorenzo Sonego,R,191.0,ITA,25.9,6-3 6-4,3,R64,102.0,105916,,,Marton Fucsovics,R,188.0,HUN,29.1,132283,,1.0,0.0,58.0,35.0,27.0,14.0,10.0,3.0,4.0,0.0,3.0,76.0,48.0,29.0,13.0,9.0,10.0,13.0,40.0,1497.0,28.0,1919.0,1
2019-560,US Open,Hard,128,G,20190826,178,,Alex De Minaur,R,183.0,AUS,20.5,6-3 7-5 6-3,5,R64,141.0,106426,31.0,,Cristian Garin,R,185.0,CHI,23.2,200282,,6.0,3.0,99.0,58.0,46.0,23.0,15.0,5.0,6.0,5.0,8.0,107.0,56.0,36.0,24.0,15.0,9.0,14.0,32.0,1321.0,38.0,1270.0,1
2021-580,Australian Open,Hard,128,G,20210208,148,,Stefanos Tsitsipas,R,193.0,GRE,22.4,6-1 6-2 6-1,5,R128,92.0,104468,,,Gilles Simon,R,183.0,FRA,36.1,126774,5.0,1.0,1.0,56.0,33.0,27.0,17.0,11.0,0.0,0.0,0.0,6.0,68.0,45.0,26.0,4.0,11.0,3.0,10.0,66.0,990.0,6.0,5965.0,1
2018-560,US Open,Hard,128,G,20180827,169,,Taylor Fritz,R,193.0,USA,20.8,6-3 3-6 6-3 RET,5,R64,132.0,106186,,,Jason Kubler,R,178.0,AUS,25.2,126203,,10.0,4.0,87.0,51.0,33.0,19.0,14.0,10.0,14.0,4.0,4.0,90.0,58.0,38.0,11.0,13.0,8.0,13.0,98.0,578.0,74.0,780.0,1
2017-M006,Indian Wells Masters,Hard,128,M,20170306,252,,Marcel Granollers,R,190.0,ESP,30.8,7-5 6-3,3,R64,94.0,104291,,,Malek Jaziri,R,185.0,TUN,33.1,104719,32.0,0.0,2.0,60.0,30.0,25.0,16.0,10.0,2.0,3.0,4.0,3.0,74.0,41.0,28.0,13.0,11.0,4.0,8.0,53.0,883.0,36.0,1113.0,0
2016-0410,Monte Carlo Masters,Clay,64,M,20160411,286,,Benoit Paire,R,196.0,FRA,26.9,2-6 7-5 7-5,3,R16,152.0,104918,2.0,,Andy Murray,R,190.0,GBR,28.9,105332,16.0,0.0,4.0,113.0,65.0,41.0,25.0,16.0,9.0,14.0,8.0,7.0,106.0,54.0,32.0,29.0,16.0,4.0,9.0,2.0,7815.0,22.0,1596.0,0
2016-0410,Monte Carlo Masters,Clay,64,M,20160411,299,,Jo-Wilfried Tsonga,R,188.0,FRA,30.9,6-1 6-3,3,SF,69.0,104792,13.0,,Gael Monfils,R,193.0,FRA,29.6,104542,8.0,3.0,1.0,49.0,40.0,27.0,2.0,8.0,1.0,3.0,2.0,2.0,57.0,37.0,17.0,8.0,8.0,5.0,11.0,16.0,2220.0,9.0,3130.0,0
2016-0314,Gstaad,Clay,32,A,20160718,276,,Jozef Kovalik,R,183.0,SVK,23.7,3-6 6-1 7-6(5),3,R32,128.0,105967,,WC,Henri Laaksonen,R,185.0,SUI,24.2,106075,,10.0,4.0,111.0,66.0,48.0,22.0,14.0,5.0,7.0,4.0,4.0,96.0,63.0,42.0,16.0,14.0,2.0,5.0,165.0,331.0,126.0,476.0,0
2017-M001,Sydney,Hard,32,A,20170109,294,,Marcel Granollers,R,190.0,ESP,30.7,1-6 6-3 6-3,3,R16,103.0,105554,,,Daniel Evans,R,175.0,GBR,26.6,104719,8.0,5.0,3.0,70.0,42.0,35.0,12.0,12.0,2.0,4.0,3.0,3.0,76.0,51.0,35.0,13.0,13.0,1.0,4.0,67.0,736.0,37.0,1136.0,0
2016-0421,Canada Masters,Hard,64,M,20160725,240,,Alexandr Dolgopolov,R,180.0,UKR,27.7,7-6(6) 6-4,3,R64,89.0,105385,,,Donald Young,L,183.0,USA,27.0,105238,,5.0,5.0,87.0,51.0,36.0,20.0,11.0,9.0,10.0,10.0,3.0,71.0,44.0,34.0,9.0,11.0,1.0,3.0,57.0,862.0,38.0,1215.0,0
2019-0533,Sao Paulo,Clay,32,A,20190225,280,,Lorenzo Sonego,R,191.0,ITA,23.7,6-4 6-4,3,R32,83.0,105643,,,Federico Delbonis,L,190.0,ARG,28.3,132283,,7.0,0.0,55.0,33.0,29.0,12.0,10.0,0.0,0.0,1.0,0.0,67.0,49.0,31.0,10.0,10.0,2.0,4.0,81.0,696.0,114.0,514.0,1
2021-M-DC-2021-WG2-M-THA-DEN-01,Davis Cup WG2 R1: THA vs DEN,Hard,4,D,20210917,5,,Kasidit Samrej,R,,THA,20.6,7-5 6-3,3,RR,88.0,134087,,,Johannes Ingildsen,R,,DEN,24.2,208937,,6.0,6.0,58.0,28.0,21.0,13.0,11.0,3.0,7.0,5.0,8.0,76.0,43.0,24.0,13.0,10.0,5.0,11.0,1546.0,2.0,1136.0,8.0,1
2018-0499,Delray Beach,Hard,32,A,20180219,295,,Taylor Fritz,R,193.0,USA,20.3,7-5 6-4,3,QF,76.0,133430,,,Denis Shapovalov,L,185.0,CAN,18.8,126203,,9.0,7.0,61.0,36.0,31.0,14.0,11.0,2.0,2.0,1.0,2.0,58.0,37.0,30.0,10.0,11.0,0.0,2.0,46.0,1031.0,85.0,664.0,0
2019-7648,Budapest,Clay,32,A,20190422,273,,Radu Albot,R,175.0,MDA,29.4,7-5 6-4,3,R32,100.0,104660,,LL,Sergiy Stakhovsky,R,193.0,UKR,33.2,105430,8.0,0.0,2.0,74.0,48.0,32.0,14.0,11.0,3.0,5.0,4.0,2.0,76.0,51.0,33.0,10.0,11.0,2.0,6.0,115.0,511.0,44.0,1012.0,1
2018-0341,Metz,Hard,32,A,20180917,282,,Nikoloz Basilashvili,R,185.0,GEO,26.5,6-2 7-6(0),3,R32,64.0,104932,,Q,Kenny De Schepper,L,203.0,FRA,31.3,105932,5.0,1.0,1.0,51.0,34.0,29.0,14.0,10.0,0.0,0.0,6.0,0.0,58.0,47.0,28.0,8.0,10.0,2.0,4.0,186.0,298.0,31.0,1322.0,1
2019-7581,Chengdu,Hard,32,A,20190923,282,,Denis Shapovalov,L,185.0,CAN,20.4,6-4 6-3,3,R32,71.0,105575,,,Ricardas Berankis,R,175.0,LTU,29.2,133430,8.0,16.0,7.0,70.0,41.0,33.0,15.0,10.0,9.0,9.0,3.0,1.0,46.0,31.0,26.0,6.0,9.0,0.0,2.0,70.0,867.0,34.0,1285.0,1
2020-9410,Nur-Sultan,Hard,32,A,20201026,282,,Jordan Thompson,R,183.0,AUS,26.5,5-7 7-6(6) 6-2,3,R32,160.0,111815,,,Cameron Norrie,L,188.0,GBR,25.1,111442,8.0,4.0,2.0,104.0,61.0,40.0,24.0,16.0,4.0,7.0,4.0,5.0,106.0,62.0,42.0,22.0,16.0,6.0,10.0,70.0,877.0,60.0,984.0,1
2021-0352,Paris Masters,Hard,64,M,20211101,280,,James Duckworth,R,183.0,AUS,29.7,6-3 3-6 6-3,3,R32,124.0,207518,,LL,Lorenzo Musetti,R,185.0,ITA,19.6,105902,,11.0,0.0,83.0,45.0,38.0,20.0,14.0,2.0,3.0,9.0,1.0,104.0,56.0,37.0,25.0,13.0,8.0,10.0,67.0,958.0,55.0,1076.0,1
2021-0418,Washington,Hard,64,A,20210802,271,WC,Jenson Brooksby,R,188.0,USA,20.7,7-6(4) 7-5,3,R32,113.0,126207,16.0,,Frances Tiafoe,R,188.0,USA,23.5,202385,,1.0,0.0,69.0,48.0,33.0,16.0,12.0,1.0,2.0,6.0,5.0,79.0,46.0,34.0,15.0,12.0,3.0,5.0,53.0,1206.0,130.0,642.0,1
2019-0500,Halle,Grass,32,A,20190617,276,Q,Andreas Seppi,R,190.0,ITA,35.3,6-4 7-6(4),3,R32,77.0,121531,,Q,Mats Moraing,L,198.0,GER,26.9,104312,,11.0,3.0,67.0,42.0,37.0,14.0,11.0,1.0,1.0,14.0,4.0,65.0,35.0,29.0,18.0,11.0,1.0,2.0,223.0,222.0,69.0,770.0,1
